+-----+----------------------------------------------------+------------+------------+-------------+--------+----------------+------------+-----------+-----------------+------------------+-----------------------+----------------+----------------+---------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| idx | short_name                                         | start_ns   | end_ns     | duration_ns | stream | category       | grid       | block     | regs_per_thread | shared_mem_bytes | comm_algorithm        | comm_size_hint | transfer_bytes | transfer_kind | full_name                                                                                                                                                                                                |
| 71  | router_gemm_kernel_float_output                    | 4480039940 | 4480043044 | 3104        | 3488   | compute_kernel | (384,1,1)  | (128,1,1) | 64              | 16               |                       |                |                |               | void router_gemm_kernel_float_output<__nv_bfloat16, (int)128, (int)8, (int)1, (int)384, (int)7168>(float *, const T1 *, const T1 *)                                                                      |
| 72  | cvt_fp16_to_fp4                                    | 4480040516 | 4480042788 | 2272        | 7      | compute_kernel | (1,1,1)    | (512,1,1) | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 73  | device_kernel                                      | 4480042564 | 4480053572 | 11008       | 7      | compute_kernel | (1,4,1)    | (256,1,1) | 109             | 201728           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass:... |
| 74  | quantize_with_block_size                           | 4480042948 | 4480047172 | 4224        | 3488   | compute_kernel | (1,1,1)    | (512,1,1) | 30              | 0                |                       |                |                |               | void tensorrt_llm::kernels::quantize_with_block_size<(tensorrt_llm::BlockScaleQuantizationType)0, __nv_bfloat16, (int)16, (bool)0>(int, int, int, int, const T2 *, const float *, unsigned int *, uns... |
| 75  | routingIndicesBlockKernel                          | 4480046084 | 4480054180 | 8096        | 3488   | compute_kernel | (1,1,1)    | (384,1,1) | 40              | 4768             |                       |                |                |               | void moe::dev::routing::routingCustom::routingIndicesBlockKernel<moe::dev::routing::routingCustom::KernelParams<float, __nv_bfloat16, (int)384, (int)8, moe::dev::routing::TopKExpertSelect<moe::dev:... |
| 76  | act_and_mul_kernel                                 | 4480052548 | 4480055556 | 3008        | 7      | compute_kernel | (1,1,1)    | (256,1,1) | 32              | 0                |                       |                |                |               | void <unnamed>::act_and_mul_kernel<__nv_bfloat16, (<unnamed>::ActivationKind)0, (bool)1, (bool)0>(<unnamed>::ActivationParams)                                                                           |
| 77  | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x51... | 4480053924 | 4480063204 | 9280        | 3488   | compute_kernel | (4,8,1)    | (512,1,1) | 128             | 202480           |                       |                |                |               | bmm_E2m1_E2m1E2m1_Fp32_bA16_bB16_bC16_t128x8x512_s5_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_ldgsts_ldgstsSf_rgTma_clmp_swiGlu_dynB_sm100f                             |
| 78  | cvt_fp16_to_fp4                                    | 4480055748 | 4480057732 | 1984        | 7      | compute_kernel | (1,1,1)    | (32,1,1)  | 32              | 0                |                       |                |                |               | void cvt_fp16_to_fp4<__nv_bfloat16, (bool)0>(int, int, const T1 *, const float *, unsigned int *, unsigned int *)                                                                                        |
| 79  | device_kernel                                      | 4480057572 | 4480062436 | 4864        | 7      | compute_kernel | (1,112,1)  | (256,1,1) | 81              | 218112           |                       |                |                |               | void cutlass::device_kernel<flashinfer::gemm::DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_1_1_1SM::Sm10x11xOnly<cutlass::gemm::kernel::GemmUniversal<cute::tuple<int, int, int, int>, cutlass::... |
| 80  | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 4480059428 | 4480067524 | 8096        | 3488   | compute_kernel | (56,8,1)   | (512,1,1) | 128             | 184432           |                       |                |                |               | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s9_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 81  | finalizeKernel                                     | 4480065796 | 4480069860 | 4064        | 3488   | compute_kernel | (28,1,1)   | (256,1,1) | 32              | 0                |                       |                |                |               | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, (int)4, (bool)1>>(T1)                                                                 |
| 82  | vectorized_elementwise_kernel                      | 4480069892 | 4480071428 | 1536        | 7      | compute_kernel | (7,1,1)    | (128,1,1) | 40              | 0                |                       |                |                |               | void at::native::vectorized_elementwise_kernel<(int)8, at::native::CUDAFunctor_add<c10::BFloat16>, std::array<char *, (unsigned long)3>>(int, T2, T3)                                                    |
| 83  | cross_device_reduce_1stage                         | 4480071460 | 4480082180 | 10720       | 7      | communication  | (2,1,1)    | (512,1,1) | 68              | 0                | AllReduce_custom_symm | 16             |                |               | void sglang::cross_device_reduce_1stage<__nv_bfloat16, (int)8>(sglang::RankData *, sglang::RankSignals, sglang::Signal *, T1 *, int, int)                                                                |
| 84  | kernel_cutlass_kernel_flashinfernormkernelsfuse... | 4480081636 | 4480084964 | 3328        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 104             | 28688            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsfused_add_rmsnormFusedAddRMSNormKernel_object_at__tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign128o716871681_tensorptrbf16gmemalign_0            |
| 85  | fused_a_gemm_kernel                                | 4480084420 | 4480091940 | 7520        | 7      | compute_kernel | (132,1,1)  | (256,1,1) | 48              | 197632           |                       |                |                |               | void fused_a_gemm_kernel<(int)1, (int)2112, (int)7168, (int)16, (int)8, (int)256, (int)16>(__nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, int)                                           |
| 86  | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4480089892 | 4480093860 | 3968        | 7      | compute_kernel | (1,1,1)    | (128,1,1) | 119             | 12304            |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o153615361_tensorptrbf16gmemalign16o15361_tensorptrbf16gmemalign128o153615361___True_4__0            |
| 87  | kernel_cutlass_kernel_flashinfernormkernelsrmsn... | 4480092004 | 4480093572 | 1568        | 3488   | compute_kernel | (1,1,1)    | (128,1,1) | 32              | 4112             |                       |                |                |               | kernel_cutlass_kernel_flashinfernormkernelsrmsnormRMSNormKernel_object_at__tensorptrbf16gmemalign128o5125121_tensorptrbf16gmemalign16o5121_tensorptrbf16gmemalign128o5125121___True_4_512_0              |
| 88  | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 4480093476 | 4480098980 | 5504        | 7      | compute_kernel | (96,1,1)   | (256,1,1) | 255             | 172552           |                       |                |                |               | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 89  | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4480097252 | 4480100868 | 3616        | 7      | compute_kernel | (64,1,1)   | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 90  | RopeQuantizeKernel                                 | 4480100740 | 4480102916 | 2176        | 7      | compute_kernel | (1,81,1)   | (4,32,1)  | 43              | 0                |                       |                |                |               | void flashinfer::RopeQuantizeKernel<(bool)1, (unsigned int)16, (unsigned int)1, __nv_bfloat16, long, __nv_fp8_e4m3>(T4 *, T4 *, T4 *, T4 *, T6 *, T6 *, T6 *, T6 *, float *, T5 *, unsigned int, unsi... |
| 91  | set_mla_kv_buffer_kernel                           | 4480102820 | 4480104484 | 1664        | 7      | compute_kernel | (1,5,1)    | (128,1,1) | 16              | 0                |                       |                |                |               | set_mla_kv_buffer_kernel                                                                                                                                                                                 |
| 92  | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 4480104068 | 4480113444 | 9376        | 7      | compute_kernel | (74,2,1)   | (512,1,1) | 128             | 161456           |                       |                |                |               | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 93  | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 4480112676 | 4480116452 | 3776        | 7      | compute_kernel | (128,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 94  | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 4480114916 | 4480120708 | 5792        | 7      | compute_kernel | (112,1,1)  | (256,1,1) | 255             | 156168           |                       |                |                |               | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
