|   idx | short_name                                         |               start_ns |                 end_ns |    duration_ns |   stream | category             | grid             | block            | reg... | shared_me... | comm_algorithm | comm_si... | transfer_bytes | transfer_kind  | full_name                                                                                                                                                                                                |
|   580 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... |       3523299773553265 |       3523299773561809 |           8544 |       23 | compute_kernel       | 74x2x1           | 512x1x1          |    128 |       161456 |                |            |                |                | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP64MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
|   581 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773562129 |       3523299773565777 |           3648 |       23 | compute_kernel       | 128x1x1          | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   582 | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                  |       3523299773566321 |       3523299773571729 |           5408 |       23 | compute_kernel       | 112x1x1          | 256x1x1          |    168 |       164360 |                |            |                |                | nvjet_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                        |
|   583 | void flashinfer::trtllm_allreduce_fusion::allre... |       3523299773571633 |       3523299773578801 |           7168 |       23 | communication        | 4x1x1            | 224x1x1          |     62 |          136 | oneshot        |          8 |                |                | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
|   584 | memcpy32_post                                      |       3523299773579377 |       3523299773580625 |           1248 |       23 | memory_transfer      | 14x1x1           | 256x1x1          |     16 |            0 |                |            |                | kernel_memcpy  | memcpy32_post                                                                                                                                                                                            |
|   585 | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                  |       3523299773580977 |       3523299773591953 |          10976 |       23 | compute_kernel       | 48x1x1           | 256x1x1          |    168 |       156168 |                |            |                |                | nvjet_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                        |
|   586 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773581009 |       3523299773583889 |           2880 |     5518 | compute_kernel       | 128x1x1          | 448x1x1          |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   587 | _ZN7cutlass13device_kernelIN10flashinfer4gemm57... |       3523299773583857 |       3523299773593041 |           9184 |     5518 | compute_kernel       | 1x8x1            | 256x1x1          |     81 |       218112 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm57DeviceGemmFp4GemmSm100___nv_bfloat16_128_64_128_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collecti... |
|   588 | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat... |       3523299773592241 |       3523299773595025 |           2784 |       23 | compute_kernel       | 1x1x1            | 448x1x1          |     29 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4_sf_major<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                               |
|   589 | triton_poi_fused_mul_silu_slice_0                  |       3523299773593489 |       3523299773595729 |           2240 |     5518 | compute_kernel       | 1x1x1            | 128x1x1          |     16 |            0 |                |            |                |                | triton_poi_fused_mul_silu_slice_0                                                                                                                                                                        |
|   590 | void at::native::vectorized_elementwise_kernel<... |       3523299773595345 |       3523299773598065 |           2720 |       23 | compute_kernel       | 1x1x1            | 128x1x1          |     32 |            0 |                |            |                |                | void at::native::vectorized_elementwise_kernel<8, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_c... |
|   591 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... |       3523299773596209 |       3523299773597873 |           1664 |     5518 | compute_kernel       | 128x1x1          | 16x1x1           |     31 |            0 |                |            |                |                | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
|   592 | _ZN7cutlass13device_kernelIN10flashinfer4gemm58... |       3523299773597873 |       3523299773602385 |           4512 |     5518 | compute_kernel       | 1x56x1           | 256x1x1          |    109 |       201728 |                |            |                |                | _ZN7cutlass13device_kernelIN10flashinfer4gemm58DeviceGemmFp4GemmSm100___nv_bfloat16_128_128_256_1_2_1_1SM12Sm10x11xOnlyINS_4gemm6kernel13GemmUniversalIN4cute5tupleIJiiiiEEENS5_10collective13Collect... |
